Country,Code,Indicator,IndicatorCode,Year,Value
Cabo Verde,CPV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Costa Rica,CRI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Caribbean small states,CSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,4.36357025541885
Cuba,CUB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,1.67206987788607
Cyprus,CYP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Czechia,CZE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0491669572965683
Germany,DEU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0262095350062948
Djibouti,DJI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Dominica,DMA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Denmark,DNK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,1.53400439794518
Dominican Republic,DOM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Algeria,DZA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,29.0855881784822
East Asia & Pacific (excluding high income),EAP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,2.76926665273594
Early-demographic dividend,EAR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,9.67274726553214
East Asia & Pacific,EAS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.918178095305295
Europe & Central Asia (excluding high income),ECA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,7.81793469816953
Europe & Central Asia,ECS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,1.06953129281645
Ecuador,ECU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,17.4838321754698
"Egypt, Arab Rep.",EGY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,12.3149899615595
Euro area,EMU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0282956377460645
Eritrea,ERI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Spain,ESP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0028666731325003
Estonia,EST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.153588194040188
Ethiopia,ETH,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
European Union,EUU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0737518365847438
Fragile and conflict affected situations,FCS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,19.869924590149
Finland,FIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Fiji,FJI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
France,FRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0103367815069983
Faroe Islands,FRO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
"Micronesia, Fed. Sts.",FSM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Gabon,GAB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,37.1745556625448
United Kingdom,GBR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.691737887583002
Georgia,GEO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.222774720813714
Ghana,GHA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.735869846820836
Guinea,GIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
"Gambia, The",GMB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Guinea-Bissau,GNB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Equatorial Guinea,GNQ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,58.1378936724625
Greece,GRC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0114680440013344
Grenada,GRD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Greenland,GRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Guatemala,GTM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.87367377511059
Guam,GUM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Guyana,GUY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
High income,HIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,1.11724152302634
"Hong Kong SAR, China",HKG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Honduras,HND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Heavily indebted poor countries (HIPC),HPC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,4.67397511678207
Croatia,HRV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.382126586028401
Haiti,HTI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Hungary,HUN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.180781269527497
IBRD only,IBD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,5.87447588354036
IDA & IBRD total,IBT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,5.98212260833178
IDA total,IDA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,7.17290569195727
IDA blend,IDB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,10.6950615078201
Indonesia,IDN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,5.26097445382574
IDA only,IDX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,4.54337052776563
India,IND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,1.27889753657226
Ireland,IRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
"Iran, Islamic Rep.",IRN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,32.4172582471113
Iraq,IRQ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,66.5383807965551
Iceland,ISL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Israel,ISR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0004999222147305
Italy,ITA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0726470304282072
Jamaica,JAM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Jordan,JOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0028124458063331
Japan,JPN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0019360133538868
Kazakhstan,KAZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,23.7451567308084
Kenya,KEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Kyrgyz Republic,KGZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.864846081951216
Cambodia,KHM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Kiribati,KIR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
St. Kitts and Nevis,KNA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
"Korea, Rep.",KOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0016570366458042
Kuwait,KWT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,55.4126941302186
Latin America & Caribbean (excluding high income),LAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,3.94041428932367
Lao PDR,LAO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Lebanon,LBN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Liberia,LBR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Libya,LBY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,61.749747207776
St. Lucia,LCA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Latin America & Caribbean,LCN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,4.99873542383656
Least developed countries: UN classification,LDC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,9.07545369604389
Low income,LIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,4.35899571212233
Sri Lanka,LKA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Lower middle income,LMC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,8.02271026268455
Low & middle income,LMY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,5.93632986232676
Lesotho,LSO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Late-demographic dividend,LTE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,5.62948177390161
Lithuania,LTU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.17955011471719
Luxembourg,LUX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Latvia,LVA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
"Macao SAR, China",MAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Morocco,MAR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0041387078141867
Moldova,MDA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0361536929145946
Madagascar,MDG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Maldives,MDV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Middle East & North Africa,MEA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,29.6980119199548
Mexico,MEX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,5.3246305525665
Middle income,MIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,5.88749787274729
North Macedonia,MKD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Mali,MLI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Malta,MLT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Myanmar,MMR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.015278910684355
Middle East & North Africa (excluding high income),MNA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,24.0642213523613
Montenegro,MNE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Mongolia,MNG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.309698869828487
Northern Mariana Islands,MNP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Mozambique,MOZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0647931669884834
Mauritania,MRT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Mauritius,MUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Malawi,MWI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Malaysia,MYS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,7.16827885252737
North America,NAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.438705090177854
Namibia,NAM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
New Caledonia,NCL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Niger,NER,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Nigeria,NGA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,18.5835972437699
Nicaragua,NIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Netherlands,NLD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0493884079899586
Norway,NOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,9.30570111352221
Nepal,NPL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
New Zealand,NZL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.234492967956056
OECD members,OED,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.471877699152901
Oman,OMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,44.0989375192491
Other small states,OSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,17.427979705083
Pakistan,PAK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.862869389885171
Panama,PAN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Peru,PER,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,1.35329045181903
Philippines,PHL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.331995021879678
Papua New Guinea,PNG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,11.7629708249777
Poland,POL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0553940185513789
Pre-demographic dividend,PRE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,19.7074448845262
Puerto Rico,PRI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Portugal,PRT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Paraguay,PRY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
West Bank and Gaza,PSE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Pacific island small states,PSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Post-demographic dividend,PST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.349230642518852
Qatar,QAT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,38.8615831604125
Romania,ROU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,1.13999650934415
Russian Federation,RUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,13.1700362089358
Rwanda,RWA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
South Asia,SAS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,1.10313501483255
Saudi Arabia,SAU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,51.5429903728759
Sudan,SDN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,13.1095947914363
Senegal,SEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Singapore,SGP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Solomon Islands,SLB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Sierra Leone,SLE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
El Salvador,SLV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Serbia,SRB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.507804918106607
Sub-Saharan Africa (excluding high income),SSA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,8.69856326189569
Sub-Saharan Africa,SSF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,8.68868542904307
Small states,SST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,14.3217999529243
Sao Tome and Principe,STP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Suriname,SUR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,9.1279511384681
Slovak Republic,SVK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0106255946868288
Slovenia,SVN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0001471836763534
Sweden,SWE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Eswatini,SWZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Seychelles,SYC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Syrian Arab Republic,SYR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,5.70756024325081
Turks and Caicos Islands,TCA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Chad,TCD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,35.0105412574479
East Asia & Pacific (IDA & IBRD countries),TEA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,2.76971304959098
Europe & Central Asia (IDA & IBRD countries),TEC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,6.16153978010246
Togo,TGO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Thailand,THA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,1.37866458865624
Tajikistan,TJK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.202804816252388
Turkmenistan,TKM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,25.9494973965158
Latin America & the Caribbean (IDA & IBRD countries),TLA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,5.24422282160045
Middle East & North Africa (IDA & IBRD countries),TMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,24.2190033668951
Tonga,TON,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
South Asia (IDA & IBRD),TSA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,1.10313501483255
Sub-Saharan Africa (IDA & IBRD countries),TSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,8.68868542904307
Trinidad and Tobago,TTO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,12.3486070470943
Tunisia,TUN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,4.11391844401783
Turkiye,TUR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0919856061971238
Tuvalu,TUV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Tanzania,TZA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Uganda,UGA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Ukraine,UKR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.752178817872724
Upper middle income,UMC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,5.09737271777062
Uruguay,URY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
United States,USA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.328343750507193
Uzbekistan,UZB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,8.55081845265036
St. Vincent and the Grenadines,VCT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
"Venezuela, RB",VEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,30.8535308988044
Virgin Islands (U.S.),VIR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Vietnam,VNM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,9.32642339267234
Vanuatu,VUT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
World,WLD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,2.19586229170112
Samoa,WSM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
"Yemen, Rep.",YEM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,42.2991664652412
South Africa,ZAF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.157345138550836
Zambia,ZMB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Zimbabwe,ZWE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2004,0.0
Aruba,ABW,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Africa Eastern and Southern,AFE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,5.2155187879641
Afghanistan,AFG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.022140005381477
Africa Western and Central,AFW,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,14.6341514863516
Angola,AGO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,43.0057241328181
Albania,ALB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,1.11615117898719
Arab World,ARB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,32.44967513714
United Arab Emirates,ARE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,25.0652055610383
Argentina,ARG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,4.81858691558118
Armenia,ARM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
American Samoa,ASM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Antigua and Barbuda,ATG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Australia,AUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.986904956118296
Austria,AUT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0639449692644589
Azerbaijan,AZE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,39.682080111214
Burundi,BDI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Belgium,BEL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Benin,BEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Burkina Faso,BFA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Bangladesh,BGD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.105327270754595
Bulgaria,BGR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0373025572153272
Bahrain,BHR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,20.7412523034829
"Bahamas, The",BHS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Bosnia and Herzegovina,BIH,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Belarus,BLR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,1.23545501321245
Belize,BLZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,3.00655339112291
Bermuda,BMU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Bolivia,BOL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,6.88456409393478
Brazil,BRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,2.50250357078732
Barbados,BRB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.42054977296965
Brunei Darussalam,BRN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,29.2957224793925
Bhutan,BTN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Botswana,BWA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Central African Republic,CAF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Canada,CAN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,1.55708079181916
Central Europe and the Baltics,CEB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.201743335370557
Switzerland,CHE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Chile,CHL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0311229153054126
China,CHN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,2.27761090289256
Cote d'Ivoire,CIV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,3.98103824832417
Cameroon,CMR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,6.6418385672263
"Congo, Dem. Rep.",COD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,2.22449013184065
"Congo, Rep.",COG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,55.4927389067188
Colombia,COL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,5.24942947402934
Comoros,COM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Cabo Verde,CPV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Costa Rica,CRI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Caribbean small states,CSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,4.59851244002659
Cuba,CUB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,1.57883410651388
Cayman Islands,CYM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Cyprus,CYP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Czechia,CZE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0439883794163152
Germany,DEU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0292986423426535
Djibouti,DJI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Dominica,DMA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Denmark,DNK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,1.56585703941702
Dominican Republic,DOM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Algeria,DZA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,30.6586846972374
East Asia & Pacific (excluding high income),EAP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,2.7296339958899
Early-demographic dividend,EAR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,9.92309327095343
East Asia & Pacific,EAS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,1.02673326341982
Europe & Central Asia (excluding high income),ECA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,7.97637829870235
Europe & Central Asia,ECS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,1.19069751181287
Ecuador,ECU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,18.455262609117
"Egypt, Arab Rep.",EGY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,12.1535787931066
Euro area,EMU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0302781733491305
Eritrea,ERI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Spain,ESP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0030478866785302
Estonia,EST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.170901830330789
Ethiopia,ETH,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
European Union,EUU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.076732718368692
Fragile and conflict affected situations,FCS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,19.8858025050055
Finland,FIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
Fiji,FJI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
France,FRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0118840608454153
Faroe Islands,FRO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2005,0.0
